motivo viaje,hora inicio,latitud origen,latitud destino,longitud origen,longitud destino,duracion viaje,dia habil,troncal origen,troncal destino
Estudiar,15:02:00,4.67171,4.65125,-74.1377,-74.06213000000001,01:00:00,1,K,E
Volver a casa,17:46:02,4.65125,4.67171,-74.06213000000001,-74.1377,00:55:00,1,E,K
Estudiar,12:00:00,4.55861,4.60425,-74.1077,-74.08046999999999,01:00:00,1,H,J
Volver a casa,14:31:00,4.60425,4.55861,-74.08046999999999,-74.1077,01:20:00,1,J,H
Recibir atencion en salud,10:00:00,4.5604,4.632569999999999,-74.1134,-74.06785,02:00:00,1,H,A
Volver a casa,12:26:00,4.632569999999999,4.5604,-74.06785,-74.1134,01:50:00,1,A,H
Recibir atencion en salud,10:00:00,4.5604,4.632569999999999,-74.1134,-74.06785,02:00:00,1,H,A
Volver a casa,16:38:27,4.632569999999999,4.5604,-74.06785,-74.1134,00:55:34,1,A,H
Recibir atencion en salud,08:30:00,4.57709,4.70377,-74.08196,-74.10198000000001,01:08:00,1,L,C
Volver a casa,12:00:00,4.70377,4.57709,-74.10198000000001,-74.08196,01:50:00,1,C,L
Trabajar,11:30:00,4.57702,4.73465,-74.08192,-74.07986,01:30:00,1,L,C
Volver a casa,20:51:00,4.73465,4.57702,-74.07986,-74.08192,01:50:00,1,C,L
Tramites,06:21:00,4.55809,4.63893,-74.09257,-74.06302,00:50:00,1,H,A
Volver a casa,07:21:21,4.63893,4.55809,-74.06302,-74.09257,00:55:00,1,A,H
Trabajar,08:00:00,4.73316,4.63676,-74.10515,-74.11166,01:02:00,1,C,K
Volver a casa,14:11:02,4.63676,4.73316,-74.11166,-74.10515,01:15:02,1,K,C
Trabajar,08:02:00,4.73316,4.73316,-74.10515,-74.10515,01:14:00,1,C,C
Volver a casa,18:00:00,4.73316,4.73316,-74.10515,-74.10515,00:46:00,1,C,C
Trabajar,06:58:00,4.60914,4.63009,-74.06591999999999,-74.08310999999999,00:46:00,1,J,E
Volver a casa,12:07:44,4.63009,4.73316,-74.08310999999999,-74.10515,01:49:46,1,E,C
Trabajar,07:00:00,4.66306,4.66306,-74.06375,-74.06375,01:00:00,1,E,E
Volver a casa,09:31:16,4.66306,4.73316,-74.06375,-74.10515,01:12:35,1,E,C
Trabajar,10:00:00,4.7327699999999995,4.57402,-74.10682,-74.14023,02:00:00,1,C,H
Volver a casa,18:00:00,4.57402,4.7327699999999995,-74.14023,-74.10682,01:40:00,1,H,C
Trabajar,05:43:00,4.58528,4.51007,-74.08626,-74.10913000000001,00:54:00,1,L,H
Volver a casa,11:42:45,4.51007,4.58528,-74.10913000000001,-74.08626,00:50:02,1,H,L
Trabajar,06:24:00,4.58525,4.609380000000001,-74.08641999999999,-74.12965,00:38:00,1,L,G
Volver a casa,13:26:24,4.609380000000001,4.58525,-74.12965,-74.08641999999999,00:50:00,1,G,L
Trabajar,06:24:00,4.5860199999999995,4.609380000000001,-74.08548,-74.12965,00:38:00,1,L,G
Volver a casa,13:26:24,4.609380000000001,4.58564,-74.12965,-74.08601,00:50:00,1,G,L
Trabajar,05:30:00,4.7327699999999995,4.5911800000000005,-74.10682,-74.08892,01:50:00,1,C,L
Volver a casa,17:00:00,4.5911800000000005,4.7327699999999995,-74.08892,-74.10682,01:30:00,1,L,C
Trabajar,10:00:00,4.732080000000001,4.57647,-74.10748000000001,-74.13583,02:00:00,1,C,H
Volver a casa,18:00:00,4.57647,4.7327699999999995,-74.13583,-74.10682,01:40:00,1,H,C
Trabajar,08:00:00,4.605919999999999,4.72839,-74.1975,-74.04561,01:05:00,1,G,B
Volver a casa,18:16:14,4.72839,4.605919999999999,-74.04561,-74.1975,01:50:00,1,B,G
Volver a casa,11:15:00,4.64456,4.68075,-74.06345999999999,-74.13467,01:25:00,1,A,D
Volver a casa,13:00:00,4.547969999999999,4.54588,-74.09718000000001,-74.10169,03:02:00,1,H,H
Estudiar,08:24:00,4.57195,4.62134,-74.09793,-74.06696,01:01:00,1,H,A
Volver a casa,11:15:00,4.62134,4.5617,-74.06696,-74.11322,00:45:00,1,A,H
Trabajar,17:33:00,4.56934,4.63234,-74.11768000000001,-74.0664,02:00:00,1,H,A
Volver a casa,22:30:00,4.63234,4.56934,-74.0664,-74.11768000000001,00:51:06,1,A,H
Trabajar,05:30:00,4.55676,4.65235,-74.10678,-74.10280999999999,01:32:00,1,H,K
Volver a casa,17:15:00,4.65235,4.55676,-74.10280999999999,-74.10678,01:30:00,1,K,H
Estudiar,04:45:00,4.55676,4.75319,-74.10678,-74.04467,02:16:00,1,H,B
Volver a casa,08:46:01,4.75319,4.55676,-74.04467,-74.10678,01:50:00,1,B,H
Estudiar,11:30:00,4.61669,4.86485,-74.14733000000001,-74.04745,00:25:00,0,G,B
Volver a casa,12:02:55,4.86485,4.61669,-74.04745,-74.14733000000001,01:29:00,0,B,G
Volver a casa,17:00:00,4.647930000000001,4.5545,-74.05969,-74.09299,01:45:00,1,A,H
Asuntos de Trabajo,04:20:00,4.533869999999999,4.74408,-74.10539,-74.09238,02:22:00,1,H,C
Volver a casa,18:47:00,4.74408,4.53385,-74.09238,-74.10539,02:00:00,1,C,H
Trabajar,06:15:00,4.612769999999999,4.62541,-74.17889,-74.06747,02:00:00,0,G,A
Volver a casa,18:00:00,4.62541,4.612769999999999,-74.06747,-74.17889,01:45:00,0,A,G
Estudiar,08:00:00,4.68417,4.59451,-74.1323,-74.07139000000001,01:00:00,1,D,J
Volver a casa,10:31:00,4.59451,4.68417,-74.07139000000001,-74.1323,01:15:00,1,J,D
Estudiar,07:00:00,4.6793,4.62863,-74.12796999999999,-74.08214,01:15:00,1,D,A
Otra cosa,07:00:00,4.6104199999999995,4.64657,-74.17908,-74.07862,01:30:00,0,G,E
Volver a casa,12:00:00,4.64657,4.6104199999999995,-74.07862,-74.17908,02:00:00,0,E,G
Compras,13:00:00,4.54807,4.6349800000000005,-74.10157,-74.06189,01:00:00,1,H,A
Volver a casa,16:20:00,4.6349800000000005,4.54807,-74.06189,-74.10157,01:00:00,1,A,H
Trabajar,06:15:00,4.59971,4.70858,-74.0985,-74.11093000000001,00:50:00,1,L,C
Volver a casa,17:10:00,4.70858,4.59971,-74.11093000000001,-74.0985,01:37:00,1,C,L
Trabajar,07:15:00,4.602180000000001,4.649769999999999,-74.09846,-74.06493,01:03:00,1,L,E
Volver a casa,20:46:18,4.649769999999999,4.60206,-74.06493,-74.09854,00:21:41,1,E,L
Estudiar,06:02:00,4.60217,4.65771,-74.10214,-74.05725,00:44:00,1,L,E
Volver a casa,12:45:00,4.65771,4.60206,-74.05725,-74.09854,00:23:00,1,E,L
Trabajar,06:41:00,4.708019999999999,4.70702,-74.05325,-74.05433000000001,01:04:00,1,B,B
Volver a casa,17:08:00,4.70702,4.60186,-74.05433000000001,-74.09816,01:12:00,1,B,L
Trabajar,06:10:00,4.6066,4.68971,-74.1041,-74.0541,00:41:00,1,L,B
Volver a casa,16:00:00,4.68971,4.60691,-74.0541,-74.10478,01:31:00,1,B,F
Trabajar,07:03:00,4.60691,4.6277,-74.10478,-74.08119,01:07:00,1,F,A
Volver a casa,16:10:00,4.6277,4.60691,-74.08119,-74.10478,00:35:00,1,A,F
Estudiar,05:30:00,4.59445,4.5919099999999995,-74.11253,-74.11081999999999,01:30:00,1,G,G
Volver a casa,07:21:00,4.5919099999999995,4.7538599999999995,-74.11081999999999,-74.10072,01:50:00,1,G,C
Trabajar,05:30:00,4.7538599999999995,4.61649,-74.10072,-74.10215,01:30:00,1,C,F
Volver a casa,13:31:00,4.61649,4.7538599999999995,-74.10215,-74.10072,01:46:00,1,F,C
Asuntos de Trabajo,09:04:00,4.6134900000000005,4.59445,-74.196,-74.12850999999999,01:03:00,1,G,G
Volver a casa,10:26:07,4.59445,4.613659999999999,-74.12850999999999,-74.1964,00:45:03,1,G,G
Tramites,12:00:00,4.51809,4.604030000000001,-74.11879,-74.08251,01:00:00,1,H,J
Volver a casa,13:30:00,4.604030000000001,4.51809,-74.08251,-74.11879,01:31:00,1,J,H
Asuntos de Trabajo,08:00:00,4.51767,4.65383,-74.11908000000001,-74.05842,01:30:00,1,H,A
Trabajar,07:15:00,4.49627,4.5865599999999995,-74.11123,-74.0817,01:37:00,1,H,L
Volver a casa,17:00:00,4.5865599999999995,4.49627,-74.0817,-74.11123,02:00:00,1,L,H
Trabajar,05:43:00,4.615419999999999,4.6182099999999995,-74.19752,-74.08823000000001,01:01:00,1,G,J
Volver a casa,17:57:00,4.6182099999999995,4.6127400000000005,-74.08823000000001,-74.19623,01:01:00,1,J,G
Trabajar,05:31:00,4.616140000000001,4.60695,-74.19677,-74.07384,01:43:00,1,G,J
Volver a casa,08:33:27,4.60695,4.6127400000000005,-74.07384,-74.19623,01:52:47,1,J,G
Trabajar,11:20:00,4.61359,4.70409,-74.19536,-74.04283000000001,01:00:00,1,G,B
Volver a casa,19:24:00,4.70409,4.61359,-74.04283000000001,-74.19536,02:01:00,1,B,G
Trabajar,07:17:00,4.60085,4.6025,-74.07378,-74.07264,00:43:00,1,J,J
Volver a casa,17:30:00,4.6025,4.63355,-74.07264,-74.14287,00:43:00,1,J,F
Otra cosa,16:30:00,4.54798,4.70815,-74.10151,-74.10218,01:15:00,1,H,C
Volver a casa,19:50:00,4.70815,4.54798,-74.10218,-74.10151,01:30:00,1,C,H
Trabajar,05:30:00,4.54798,4.69096,-74.10151,-74.06266,02:59:00,1,H,D
Volver a casa,15:31:29,4.69096,4.54798,-74.06266,-74.10151,00:50:00,1,D,H
Estudiar,17:30:00,4.54798,4.6493,-74.10151,-74.06308,02:00:00,1,H,A
Volver a casa,22:00:00,4.6493,4.54798,-74.06308,-74.10151,01:50:00,1,A,H
Recibir atencion en salud,09:30:00,4.60391,4.60391,-74.08576,-74.08576,00:30:00,1,J,J
Tramites,06:15:00,4.53555,4.6061,-74.10995,-74.0807,01:38:00,1,H,J
Tramites,08:35:00,4.6061,4.50453,-74.0807,-74.10434000000001,01:25:00,1,J,H
Recibir atencion en salud,06:23:00,4.67598,4.53299,-74.02359,-74.11946999999999,01:38:00,1,B,H
Volver a casa,21:51:00,4.53299,4.48592,-74.11946999999999,-74.09964000000001,00:31:00,1,H,H
Otra cosa,06:30:00,4.48592,4.53538,-74.09964000000001,-74.11183,00:50:00,1,H,H
Volver a casa,18:00:00,4.53538,4.48592,-74.11183,-74.09964000000001,01:00:00,1,H,H
Ir a ver a alguien,07:00:00,4.49616,4.62695,-74.11161,-74.084,02:15:00,1,H,A
Trabajar,08:00:00,4.54906,4.70216,-74.10226999999999,-74.02869,01:44:00,1,H,B
Volver a casa,20:06:00,4.70216,4.54906,-74.02869,-74.10226999999999,01:57:00,1,B,H
Estudiar,12:00:00,4.54906,4.61423,-74.10226999999999,-74.06687,01:24:00,1,H,J
Volver a casa,18:00:00,4.61423,4.54906,-74.06687,-74.10226999999999,02:00:00,1,J,H
Trabajar,06:45:00,4.62017,4.71625,-74.11229,-74.02882,01:39:00,1,F,B
Volver a casa,17:40:00,4.71625,4.62017,-74.02882,-74.11229,00:50:00,1,B,F
Trabajar,05:00:00,4.5575,4.65643,-74.10709,-74.04813,01:41:00,1,H,A
Volver a casa,11:47:30,4.65643,4.5575,-74.04813,-74.10709,01:04:30,1,A,H
Tramites,07:30:00,4.54601,4.63721,-74.10144,-74.07126,01:15:00,1,H,A
Volver a casa,18:00:00,4.63721,4.54601,-74.07126,-74.10144,01:40:00,1,A,H
Trabajar,05:20:00,4.54601,4.642580000000001,-74.10144,-74.07494,01:40:00,1,H,E
Volver a casa,12:16:00,4.642580000000001,4.54601,-74.07494,-74.10144,01:55:40,1,E,H
Compras,13:30:00,4.54601,4.6349800000000005,-74.10144,-74.06189,01:31:00,1,H,A
Volver a casa,16:20:00,4.6349800000000005,4.54601,-74.06189,-74.10144,01:00:00,1,A,H
Estudiar,05:30:00,4.54601,4.69306,-74.10144,-74.03326,01:30:00,1,H,B
Volver a casa,16:30:00,4.69306,4.54601,-74.03326,-74.10144,01:45:00,1,B,H
Asuntos de Trabajo,08:00:00,4.51807,4.65228,-74.11829,-74.05886,01:30:00,1,H,A
Estudiar,06:30:00,4.51767,4.60454,-74.11908000000001,-74.06595,01:05:00,1,H,J
Estudiar,06:00:00,4.64456,4.63871,-74.06345999999999,-74.05904,01:00:00,1,A,A
Volver a casa,08:46:00,4.63871,4.5789800000000005,-74.05904,-74.13965999999999,00:55:00,1,A,H
Trabajar,10:30:00,4.57843,4.681369999999999,-74.13945,-74.04715,01:01:00,1,H,B
Volver a casa,16:02:31,4.681369999999999,4.57843,-74.04715,-74.13945,01:05:01,1,B,H
Estudiar,06:10:00,4.54796,4.59437,-74.10167,-74.11244,01:20:00,1,H,G
Volver a casa,17:52:00,4.59437,4.54796,-74.11244,-74.10167,00:55:20,1,G,H
Estudiar,15:00:00,4.63204,4.57222,-74.1957,-74.08998000000001,01:30:00,0,G,H
Volver a casa,17:47:30,4.57222,4.6321699999999995,-74.08998000000001,-74.19577,01:09:30,0,H,G
Trabajar,06:00:00,4.67424,4.6778,-74.15245999999999,-74.0585,01:30:00,1,F,D
Volver a casa,17:30:00,4.6778,4.67424,-74.0585,-74.15245999999999,01:42:00,1,D,F
Trabajar,06:30:00,4.68417,4.60091,-74.1323,-74.07011999999999,01:42:00,1,D,J
Volver a casa,17:00:00,4.60091,4.68417,-74.07011999999999,-74.1323,02:10:00,1,J,D
Trabajar,04:30:00,4.54631,4.62931,-74.11301,-74.12424,02:30:00,1,H,F
Volver a casa,17:30:00,4.62931,4.54631,-74.12424,-74.11301,02:00:00,1,F,H
Estudiar,06:00:00,4.55029,4.65091,-74.11466,-74.07115,01:30:00,1,H,E
Volver a casa,18:45:00,4.65091,4.550330000000001,-74.07115,-74.11474,01:35:00,1,E,H
Trabajar,08:30:00,4.54819,4.66705,-74.11452,-74.13146,01:28:00,1,H,K
Volver a casa,17:00:00,4.66705,4.54819,-74.13146,-74.11452,01:00:00,1,K,H
Estudiar,06:00:00,4.59276,4.65091,-74.14488,-74.07115,01:30:00,1,G,E
Volver a casa,18:45:00,4.65091,4.54911,-74.07115,-74.11411,01:35:00,1,E,H
Recibir atencion en salud,10:00:00,4.54911,4.60134,-74.11411,-74.06931999999999,00:30:00,1,H,J
Volver a casa,13:00:00,4.60134,4.54911,-74.06931999999999,-74.11411,01:30:00,1,J,H
Trabajar,04:30:00,4.54911,4.62416,-74.11411,-74.12414,02:30:00,1,H,F
Volver a casa,17:30:00,4.62416,4.54911,-74.12414,-74.11411,02:00:00,1,F,H
Estudiar,07:33:00,4.61921,4.61764,-74.1706,-74.06607,01:00:00,1,G,J
Volver a casa,16:28:00,4.61764,4.61921,-74.06607,-74.1706,01:00:00,1,J,G
Trabajar,07:02:00,4.6189800000000005,4.64669,-74.1694,-74.11482,01:06:00,1,G,K
Volver a casa,17:38:00,4.64669,4.61903,-74.11482,-74.16944000000001,01:06:00,1,K,G
Recibir atencion en salud,06:03:00,4.5461,4.5519300000000005,-74.10157,-74.09406,01:41:00,1,H,H
Volver a casa,08:22:25,4.5519300000000005,4.5461,-74.09406,-74.10157,00:20:19,1,H,H
Buscar / Dejar alguien bajo su cuidad,06:24:00,4.54683,4.59445,-74.10132,-74.11253,01:36:00,1,H,G
Volver a casa,09:31:00,4.59445,4.54683,-74.11253,-74.10132,00:50:00,1,G,H
Buscar / dejar a alguien que no esta bajo su c,09:00:00,4.555,4.54243,-74.11448,-74.09078000000001,00:25:00,1,H,H
Volver a casa,18:00:00,4.54243,4.555,-74.09078000000001,-74.11448,02:00:00,1,H,H
Estudiar,06:00:00,4.5552,4.63924,-74.11341,-74.06522,01:00:00,1,H,A
Volver a casa,08:46:00,4.63924,4.555,-74.06522,-74.11448,00:55:00,1,A,H
Recibir atencion en salud,09:30:00,4.63504,4.69776,-74.0652,-74.07257,01:40:00,1,A,C
Volver a casa,18:00:00,4.69776,4.63504,-74.07257,-74.0652,01:00:00,1,C,A
Estudiar,06:00:00,4.63504,4.5963199999999995,-74.0652,-74.07406999999999,01:00:00,1,A,J
Volver a casa,08:16:00,4.5963199999999995,4.63504,-74.07406999999999,-74.0652,00:13:00,1,J,A
Estudiar,06:00:00,4.62626,4.62598,-74.06571,-74.06685999999999,01:10:00,1,A,A
Volver a casa,08:36:10,4.62598,4.67594,-74.06685999999999,-74.14047,01:15:10,1,A,K
Estudiar,06:00:00,4.67594,4.62598,-74.14047,-74.06685999999999,01:10:00,1,K,A
Volver a casa,08:26:20,4.62598,4.67594,-74.06685999999999,-74.14047,00:30:00,1,A,K
Trabajar,06:30:00,4.59972,4.66573,-74.09917,-74.06604,00:39:00,1,L,E
Volver a casa,13:51:09,4.66573,4.59972,-74.06604,-74.09917,00:45:39,1,E,L
Asuntos de Trabajo,07:00:00,4.69477,4.66079,-74.08976,-74.04621999999999,01:20:00,1,D,A
Volver a casa,18:00:00,4.66079,4.60281,-74.04621999999999,-74.09434,02:10:00,1,A,L
Estudiar,06:00:00,4.60281,4.696619999999999,-74.09434,-74.09163000000001,02:10:00,1,L,D
Volver a casa,08:21:10,4.696619999999999,4.60281,-74.09163000000001,-74.09434,01:50:10,1,D,L
Buscar / Dejar alguien bajo su cuidad,06:00:00,4.61557,4.65917,-74.18878000000001,-74.06203000000001,01:45:00,1,G,E
Trabajar,06:00:00,4.51841,4.6708,-74.11816,-74.05053000000001,01:56:00,1,H,D
Volver a casa,18:00:00,4.6708,4.51841,-74.05053000000001,-74.11816,02:00:00,1,D,H
Otra cosa,15:00:00,4.59743,4.61756,-74.12124,-74.19121,01:10:00,1,G,G
Volver a casa,22:04:00,4.61756,4.61817,-74.19121,-74.18808,00:20:00,1,G,G
Buscar/dejar dejar algo,12:00:00,4.6889400000000006,4.60225,-74.10828000000001,-74.07679,00:59:00,1,D,J
Volver a casa,21:54:55,4.60225,4.6889400000000006,-74.07679,-74.10828000000001,01:43:43,1,J,D
Buscar / Dejar alguien bajo su cuidad,06:00:00,4.6889400000000006,4.667730000000001,-74.10828000000001,-74.04574000000001,01:51:00,1,D,E
Trabajar,11:50:00,4.59503,4.68476,-74.10186,-74.12425999999999,01:31:00,1,L,D
Volver a casa,17:27:25,4.68476,4.59503,-74.12425999999999,-74.10186,02:20:35,1,D,L
Estudiar,20:27:00,4.69573,4.62911,-74.08868000000001,-74.12539,00:51:00,1,D,F
Volver a casa,23:05:00,4.62911,4.59503,-74.12539,-74.1013,00:27:00,1,F,L
Recibir atencion en salud,10:00:00,4.5361,4.5821,-74.11218000000001,-74.10836,01:00:00,1,H,H
Volver a casa,12:00:00,4.5821,4.5361,-74.10836,-74.11218000000001,01:00:00,1,H,H
Tramites,12:00:00,4.5364,4.640219999999999,-74.11322,-74.06499000000001,02:15:00,1,H,A
Recibir atencion en salud,10:00:00,4.5334900000000005,4.5744,-74.10934,-74.10088,01:00:00,1,H,H
Volver a casa,12:00:00,4.5744,4.53395,-74.10088,-74.1041,01:00:00,1,H,H
Trabajar,06:57:00,4.59563,4.6037099999999995,-74.09546999999999,-74.07986,01:23:00,1,L,J
Volver a casa,18:00:00,4.6037099999999995,4.59565,-74.07986,-74.09554,01:00:00,1,J,L
Trabajar,12:00:00,4.540690000000001,4.6122,-74.1009,-74.10264000000001,01:30:00,1,H,F
Volver a casa,18:15:00,4.6122,4.540690000000001,-74.10264000000001,-74.1009,01:00:00,1,F,H
Trabajar,05:00:00,4.53378,4.801080000000001,-74.10514,-74.04160999999999,02:45:00,1,H,B
Volver a casa,17:00:00,4.801080000000001,4.5338,-74.04160999999999,-74.10514,02:32:00,1,B,H
Recibir atencion en salud,17:00:00,4.5338,4.63886,-74.10514,-74.06769,01:00:00,1,H,A
Volver a casa,18:30:00,4.63886,4.5338,-74.06769,-74.10514,01:30:00,1,A,H
Estudiar,14:00:00,4.4858400000000005,4.6043199999999995,-74.09948,-74.07915,01:15:00,1,H,J
Volver a casa,19:30:00,4.6043199999999995,4.4858400000000005,-74.07915,-74.09948,02:00:00,1,J,H
Buscar/dejar dejar algo,09:00:00,4.59576,4.61384,-74.09971999999999,-74.07123,01:42:00,1,L,J
Otra cosa,17:01:00,4.61384,4.59576,-74.07123,-74.09971999999999,02:00:00,1,J,L
Trabajar,06:05:00,4.59729,4.65294,-74.10253,-74.11373,01:00:00,1,L,K
Volver a casa,16:35:00,4.65294,4.59576,-74.11373,-74.09971999999999,01:00:00,1,K,L
Tramites,06:00:00,4.59976,4.68259,-74.10208,-74.04341,01:34:00,1,L,B
Volver a casa,11:02:00,4.68259,4.59976,-74.04341,-74.10208,01:01:00,1,B,L
Recreacion,17:00:00,4.61751,4.59701,-74.07406999999999,-74.10141,00:40:00,1,J,L
Otra cosa,06:00:00,4.5976099999999995,4.68971,-74.10207,-74.0541,02:30:00,1,L,B
Volver a casa,09:32:30,4.68971,4.5976099999999995,-74.0541,-74.10207,00:49:30,1,B,L
Trabajar,08:00:00,4.59776,4.67438,-74.10446999999999,-74.04768,01:55:00,1,L,B
Volver a casa,20:56:07,4.67438,4.59776,-74.04768,-74.10446999999999,01:45:00,1,B,L
Trabajar,06:00:00,4.59776,4.65792,-74.10446999999999,-74.05584,01:30:00,1,L,E
Volver a casa,14:47:30,4.65792,4.59776,-74.05584,-74.10446999999999,00:49:30,1,E,L
Otra cosa,07:31:00,4.59989,4.60003,-74.10224000000001,-74.09447,01:29:00,1,L,L
Volver a casa,10:46:00,4.60003,4.59989,-74.09447,-74.10224000000001,01:50:00,1,L,L
Estudiar,04:35:00,4.5972,4.77107,-74.10072,-74.08256,01:15:00,1,L,C
Volver a casa,12:10:00,4.77107,4.5972,-74.08256,-74.10072,02:01:00,1,C,L
Recibir atencion en salud,08:00:00,4.61416,4.66525,-74.20745,-74.08136,01:00:00,1,G,D
Volver a casa,12:11:00,4.66525,4.61407,-74.08136,-74.20763000000001,00:49:00,1,D,G
Tramites,08:00:00,4.58115,4.73778,-74.13575,-74.04869000000001,02:30:00,1,H,B
Volver a casa,11:32:30,4.73778,4.5795699999999995,-74.04869000000001,-74.13345,01:00:00,1,B,H
Estudiar,10:30:00,4.64409,4.6441099999999995,-74.06560999999999,-74.06537,01:10:00,1,A,A
Volver a casa,17:00:00,4.6441099999999995,4.58979,-74.06537,-74.13946999999999,01:00:00,1,A,G
Estudiar,06:00:00,4.58115,4.6515,-74.13575,-74.06636999999999,01:00:00,1,H,E
Volver a casa,07:59:16,4.6515,4.58979,-74.06636999999999,-74.13946999999999,01:17:52,1,E,G
Trabajar,08:00:00,4.74843,4.69975,-74.10688,-74.05625,01:00:00,1,C,B
Volver a casa,13:00:00,4.69975,4.74843,-74.05625,-74.10688,00:23:00,1,B,C
Buscar trabajo,13:00:00,4.74843,4.586180000000001,-74.10688,-74.13432,01:55:00,1,C,G
Volver a casa,15:12:30,4.586180000000001,4.74843,-74.13432,-74.10688,01:55:00,1,G,C
Estudiar,16:00:00,4.7538599999999995,4.60608,-74.10072,-74.06945,02:00:00,1,C,J
Volver a casa,19:36:00,4.60608,4.7538599999999995,-74.06945,-74.10072,00:50:00,1,J,C
Estudiar,07:00:00,4.7538599999999995,4.64139,-74.10072,-74.07126,01:00:00,1,C,A
Volver a casa,08:26:00,4.64139,4.7538599999999995,-74.07126,-74.10072,00:55:00,1,A,C
Estudiar,07:00:00,4.7538599999999995,4.64139,-74.10072,-74.07126,01:00:00,1,C,A
Volver a casa,09:21:00,4.64139,4.7538599999999995,-74.07126,-74.10072,01:39:00,1,A,C
Trabajar,06:30:00,4.75442,4.6062199999999995,-74.07906,-74.07135,01:20:00,1,C,J
Volver a casa,18:10:00,4.6062199999999995,4.75442,-74.07135,-74.07906,00:55:00,1,J,C
Recibir atencion en salud,08:00:00,4.6134900000000005,4.66467,-74.20761999999999,-74.0783,01:00:00,1,G,E
Volver a casa,12:11:00,4.66467,4.6134900000000005,-74.0783,-74.20761999999999,00:49:00,1,E,G
Tramites,06:15:00,4.5336300000000005,4.72075,-74.10458,-74.03981999999999,01:38:00,1,H,B
Tramites,12:35:00,4.72075,4.50555,-74.03981999999999,-74.10299,01:15:00,1,B,H
Otra cosa,15:00:00,4.607069999999999,4.5336300000000005,-74.07746999999999,-74.10458,01:55:00,1,J,H
Volver a casa,14:00:00,4.66959,4.4854400000000005,-74.06394,-74.09971999999999,01:30:00,1,D,H
Trabajar,15:00:00,4.59457,4.75319,-74.09652,-74.04467,01:00:00,1,L,B
Recibir atencion en salud,07:01:00,4.5479400000000005,4.636419999999999,-74.10148000000001,-74.06679,01:40:00,1,H,A
Volver a casa,18:00:00,4.636419999999999,4.5479400000000005,-74.06679,-74.10148000000001,01:30:00,1,A,H
Recibir atencion en salud,12:00:00,4.55355,4.57297,-74.11417,-74.1157,00:35:00,1,H,H
Volver a casa,13:32:35,4.57297,4.55355,-74.1157,-74.11417,00:20:00,1,H,H
Trabajar,05:00:00,4.615480000000001,4.75203,-74.20681,-74.0479,01:10:00,1,G,B
Volver a casa,18:00:00,4.75203,4.61335,-74.0479,-74.20671999999999,01:30:00,1,B,G
Trabajar,05:18:00,4.611219999999999,4.6954,-74.20996,-74.07772,02:01:00,1,G,D
Volver a casa,17:33:00,4.6954,4.611219999999999,-74.07772,-74.20996,03:00:00,1,D,G
Trabajar,04:26:00,4.63548,4.60991,-74.18359,-74.08679000000001,01:00:00,1,G,J
Volver a casa,18:31:00,4.60991,4.6356,-74.08679000000001,-74.18303,00:59:00,1,J,G
Volver a casa,21:00:00,4.808730000000001,4.63558,-74.10264000000001,-74.18307,01:04:00,1,C,G
Trabajar,05:00:00,4.62787,4.67494,-74.18164,-74.04438,01:48:00,1,G,B
Volver a casa,18:30:00,4.67494,4.625769999999999,-74.04438,-74.17908,01:48:00,1,B,G
Trabajar,05:15:00,4.6032,4.7009300000000005,-74.20051,-74.04616,01:01:00,1,G,B
Volver a casa,17:20:00,4.7009300000000005,4.6032,-74.04616,-74.20051,02:01:00,1,B,G
Trabajar,08:29:00,4.65041,4.62075,-74.10601,-74.1256,00:12:00,1,K,F
Trabajar,06:27:00,4.60693,4.60015,-74.20419,-74.13874,01:01:00,1,G,G
Trabajar,05:31:00,4.5854099999999995,4.6549,-74.1321,-74.05546,01:29:00,1,G,A
Volver a casa,07:51:45,4.6549,4.5854099999999995,-74.05546,-74.1321,01:38:21,1,A,G
Estudiar,05:45:00,4.5856699999999995,4.69477,-74.13147,-74.08976,01:39:00,1,G,D
Volver a casa,07:25:15,4.69477,4.5856699999999995,-74.08976,-74.13147,01:39:00,1,D,G
Trabajar,13:00:00,4.5856699999999995,4.69297,-74.13147,-74.08863000000001,01:39:00,1,G,D
Volver a casa,16:01:00,4.69297,4.5856699999999995,-74.08863000000001,-74.13147,01:39:00,1,D,G
Estudiar,06:00:00,4.5792,4.65148,-74.13374,-74.06447,01:00:00,1,H,E
Volver a casa,07:59:16,4.65148,4.5792,-74.06447,-74.13374,01:17:52,1,E,H
Volver a casa,20:00:00,4.61,4.5031300000000005,-74.07213,-74.11856,01:30:00,1,J,H
Trabajar,12:00:00,4.50336,4.67579,-74.11961,-74.05596,01:01:00,1,H,D
Volver a casa,19:07:35,4.67579,4.5031300000000005,-74.05596,-74.11856,01:01:00,1,D,H
Buscar/dejar dejar algo,09:30:00,4.684019999999999,4.596369999999999,-74.14735999999999,-74.16877,02:10:00,1,D,G
Volver a casa,18:00:00,4.596369999999999,4.684019999999999,-74.16877,-74.14735999999999,01:46:00,1,G,D
Estudiar,18:18:00,4.62562,4.62284,-74.17952,-74.06945999999999,01:00:00,1,G,A
Volver a casa,19:26:18,4.62284,4.62562,-74.06945999999999,-74.17952,02:05:00,1,A,G
Ir a ver a alguien,14:53:00,4.61135,4.591080000000001,-74.20114000000001,-74.12253,01:00:00,1,G,G
